"","year","state","county","commodity","damagecause","loss","count","acres","lossperacre","lossperclaim","acresperclaim"
"16084",2009,"ID","Washington","All Other Crops","Cold Wet Weather",9186,1,9.48,968.987341772152,9186,9.48
"16085",2012,"ID","Washington","All Other Crops","Cold Wet Weather",1353,1,25.9,52.2393822393822,1353,25.9
"16095",2010,"OR","Washington","All Other Crops","Cold Wet Weather",714200.4,5,442.2,1615.10719131615,142840.08,88.44
"16096",2011,"OR","Washington","All Other Crops","Cold Wet Weather",26808,1,9.5,2821.89473684211,26808,9.5
"16097",2012,"OR","Washington","All Other Crops","Cold Wet Weather",29912,2,32.2,928.944099378882,14956,16.1
"16098",2013,"OR","Washington","All Other Crops","Cold Wet Weather",1416,1,30,47.2,1416,30
"16099",2015,"OR","Washington","All Other Crops","Cold Wet Weather",3596,1,28,128.428571428571,3596,28
"16129",2009,"OR","Yamhill","All Other Crops","Cold Wet Weather",86354.2,2,0,0,43177.1,0
"16130",2010,"OR","Yamhill","All Other Crops","Cold Wet Weather",296895.6,2,0,0,148447.8,0
"16131",2015,"OR","Yamhill","All Other Crops","Cold Wet Weather",1753.5,1,7.05,248.723404255319,1753.5,7.05
"16147",2011,"OR","Clackamas","All Other Crops","Cold Wet Weather",23088,1,94.9,243.287671232877,23088,94.9
"16148",2009,"OR","Coos","All Other Crops","Cold Wet Weather",552207,1,0,0,552207,0
"16149",2010,"OR","Coos","All Other Crops","Cold Wet Weather",591540.15,7,77.1,7672.37548638132,84505.7357142857,11.0142857142857
"16160",2006,"WA","Island","All Other Crops","Cold Wet Weather",2711,1,25,108.44,2711,25
"16161",2008,"WA","Island","All Other Crops","Cold Wet Weather",54241,1,148.7,364.767989240081,54241,148.7
"16162",2010,"WA","Island","All Other Crops","Cold Wet Weather",6553,1,96.7,67.7662874870734,6553,96.7
"16163",2011,"WA","Island","All Other Crops","Cold Wet Weather",59992,2,239,251.012552301255,29996,119.5
"16164",2007,"OR","Josephine","All Other Crops","Cold Wet Weather",140037,1,138,1014.76086956522,140037,138
"16165",2010,"OR","Josephine","All Other Crops","Cold Wet Weather",12262.8,1,23.94,512.230576441103,12262.8,23.94
"16166",2014,"OR","Josephine","All Other Crops","Cold Wet Weather",225061,1,138.5,1624.98916967509,225061,138.5
"16195",2008,"WA","Snohomish","All Other Crops","Cold Wet Weather",2057,1,42,48.9761904761905,2057,42
"16196",2009,"WA","Snohomish","All Other Crops","Cold Wet Weather",24639,1,45,547.533333333333,24639,45
"16197",2010,"WA","Snohomish","All Other Crops","Cold Wet Weather",22296,2,108.4,205.682656826568,11148,54.2
"16198",2011,"WA","Snohomish","All Other Crops","Cold Wet Weather",16314.25,3,58.55,278.637916310845,5438.08333333333,19.5166666666667
"16204",2009,"WA","Whatcom","All Other Crops","Cold Wet Weather",59540,1,0,0,59540,0
"16205",2010,"WA","Whatcom","All Other Crops","Cold Wet Weather",35035,1,0,0,35035,0
"16215",2011,"OR","Multnomah","All Other Crops","Cold Wet Weather",14719.5,2,9.35,1574.27807486631,7359.75,4.675
"16216",2013,"OR","Multnomah","All Other Crops","Cold Wet Weather",366,1,10.9,33.5779816513761,366,10.9
"16373",2009,"WA","Adams","APPLES","Cold Wet Weather",131037,1,28.9,4534.15224913495,131037,28.9
"16374",2010,"WA","Adams","APPLES","Cold Wet Weather",78174,2,119.4,654.723618090452,39087,59.7
"16378",2001,"WA","Benton","APPLES","Cold Wet Weather",78452,3,110.4,710.615942028986,26150.6666666667,36.8
"16379",2002,"WA","Benton","APPLES","Cold Wet Weather",1512,1,9,168,1512,9
"16380",2003,"WA","Benton","APPLES","Cold Wet Weather",67035,2,223.5,299.93288590604,33517.5,111.75
"16381",2006,"WA","Benton","APPLES","Cold Wet Weather",6637,1,22.8,291.09649122807,6637,22.8
"16382",2009,"WA","Benton","APPLES","Cold Wet Weather",199203,3,68.1,2925.15418502203,66401,22.7
"16383",2010,"WA","Benton","APPLES","Cold Wet Weather",327708.13,3,109.525,2992.08518603059,109236.043333333,36.5083333333333
"16384",2011,"WA","Benton","APPLES","Cold Wet Weather",190280,5,65.04,2925.58425584256,38056,13.008
"16385",2013,"WA","Benton","APPLES","Cold Wet Weather",160112,2,52.3,3061.41491395793,80056,26.15
"16386",2015,"WA","Benton","APPLES","Cold Wet Weather",147776.8,2,101.76,1452.20911949686,73888.4,50.88
"16398",2003,"ID","Canyon","APPLES","Cold Wet Weather",47471,2,158.5,299.501577287066,23735.5,79.25
"16399",2005,"ID","Canyon","APPLES","Cold Wet Weather",7184.25,1,6.4,1122.5390625,7184.25,6.4
"16400",2006,"ID","Canyon","APPLES","Cold Wet Weather",24343,1,22.4,1086.74107142857,24343,22.4
"16401",2009,"ID","Canyon","APPLES","Cold Wet Weather",92042,3,161,571.689440993789,30680.6666666667,53.6666666666667
"16403",2001,"WA","Chelan","APPLES","Cold Wet Weather",16607,2,19.7,842.994923857868,8303.5,9.85
"16404",2003,"WA","Chelan","APPLES","Cold Wet Weather",29401,1,19.1,1539.31937172775,29401,19.1
"16405",2006,"WA","Chelan","APPLES","Cold Wet Weather",3555,1,3.48,1021.55172413793,3555,3.48
"16406",2007,"WA","Chelan","APPLES","Cold Wet Weather",48,1,9.5,5.05263157894737,48,9.5
"16407",2009,"WA","Chelan","APPLES","Cold Wet Weather",10549,1,47.9,220.229645093946,10549,47.9
"16408",2011,"WA","Chelan","APPLES","Cold Wet Weather",45914.56,2,37.972,1209.1688612662,22957.28,18.986
"16409",2013,"WA","Chelan","APPLES","Cold Wet Weather",47241,2,20.6,2293.25242718447,23620.5,10.3
"16423",2001,"WA","Douglas","APPLES","Cold Wet Weather",8492,1,20.1,422.487562189055,8492,20.1
"16424",2006,"WA","Douglas","APPLES","Cold Wet Weather",51612,1,14.1,3660.42553191489,51612,14.1
"16425",2010,"WA","Douglas","APPLES","Cold Wet Weather",1531.1,1,0.6,2551.83333333333,1531.1,0.6
"16426",2011,"WA","Douglas","APPLES","Cold Wet Weather",25921.03,3,41.847,619.423853561785,8640.34333333333,13.949
"16445",2001,"WA","Franklin","APPLES","Cold Wet Weather",21724,2,21.33,1018.47163619316,10862,10.665
"16446",2003,"WA","Franklin","APPLES","Cold Wet Weather",210025,2,109.98,1909.66539370795,105012.5,54.99
"16447",2005,"WA","Franklin","APPLES","Cold Wet Weather",6231,1,9,692.333333333333,6231,9
"16448",2007,"WA","Franklin","APPLES","Cold Wet Weather",12584,2,16.7,753.532934131737,6292,8.35
"16449",2009,"WA","Franklin","APPLES","Cold Wet Weather",521562.65,4,289.16,1803.71645455803,130390.6625,72.29
"16450",2010,"WA","Franklin","APPLES","Cold Wet Weather",6045,2,18.5,326.756756756757,3022.5,9.25
"16451",2011,"WA","Franklin","APPLES","Cold Wet Weather",538954.6,6,416.505,1293.99310932642,89825.7666666667,69.4175
"16452",2013,"WA","Franklin","APPLES","Cold Wet Weather",113576,1,11.5,9876.17391304348,113576,11.5
"16459",2001,"WA","Grant","APPLES","Cold Wet Weather",53310,1,36,1480.83333333333,53310,36
"16460",2002,"WA","Grant","APPLES","Cold Wet Weather",19334,1,35.2,549.261363636364,19334,35.2
"16461",2005,"WA","Grant","APPLES","Cold Wet Weather",8929,1,171,52.2163742690058,8929,171
"16462",2007,"WA","Grant","APPLES","Cold Wet Weather",332369.8,1,211.895,1568.55895608674,332369.8,211.895
"16463",2009,"WA","Grant","APPLES","Cold Wet Weather",795222.2,6,456.9,1740.47318888159,132537.033333333,76.15
"16464",2011,"WA","Grant","APPLES","Cold Wet Weather",470180.95,3,228.82,2054.80705357923,156726.983333333,76.2733333333333
"16465",2013,"WA","Grant","APPLES","Cold Wet Weather",645509.84,3,127.386,5067.35308432638,215169.946666667,42.462
"16478",2001,"OR","Hood River","APPLES","Cold Wet Weather",429,1,4.6,93.2608695652174,429,4.6
"16479",2002,"OR","Hood River","APPLES","Cold Wet Weather",1179,1,10.3,114.466019417476,1179,10.3
"16480",2003,"OR","Hood River","APPLES","Cold Wet Weather",3398,1,7,485.428571428571,3398,7
"16481",2005,"OR","Hood River","APPLES","Cold Wet Weather",8111.2,2,17.14,473.232205367561,4055.6,8.57
"16482",2011,"OR","Hood River","APPLES","Cold Wet Weather",4337,2,11.7,370.683760683761,2168.5,5.85
"16518",2001,"WA","Okanogan","APPLES","Cold Wet Weather",275288,1,148.3,1856.29130141605,275288,148.3
"16519",2004,"WA","Okanogan","APPLES","Cold Wet Weather",1909,1,4.3,443.953488372093,1909,4.3
"16520",2005,"WA","Okanogan","APPLES","Cold Wet Weather",63515,1,34.5,1841.01449275362,63515,34.5
"16521",2006,"WA","Okanogan","APPLES","Cold Wet Weather",25200.57,2,18.177,1386.3987456676,12600.285,9.0885
"16522",2010,"WA","Okanogan","APPLES","Cold Wet Weather",11607,2,10.5,1105.42857142857,5803.5,5.25
"16523",2011,"WA","Okanogan","APPLES","Cold Wet Weather",102247,2,49.6,2061.4314516129,51123.5,24.8
"16524",2012,"WA","Okanogan","APPLES","Cold Wet Weather",75467.6,1,24.8,3043.04838709677,75467.6,24.8
"16525",2013,"WA","Okanogan","APPLES","Cold Wet Weather",67275,1,100.1,672.077922077922,67275,100.1
"16541",2004,"ID","Payette","APPLES","Cold Wet Weather",9118.6,1,15.51,587.917472598324,9118.6,15.51
"16542",2009,"ID","Payette","APPLES","Cold Wet Weather",111130,1,36.1,3078.39335180055,111130,36.1
"16578",2001,"OR","Umatilla","APPLES","Cold Wet Weather",176191,2,162.94,1081.32441389469,88095.5,81.47
"16579",2003,"OR","Umatilla","APPLES","Cold Wet Weather",71782,3,148.05,484.849712934819,23927.3333333333,49.35
"16580",2004,"OR","Umatilla","APPLES","Cold Wet Weather",5536.4,1,3.348,1653.64396654719,5536.4,3.348
"16581",2005,"OR","Umatilla","APPLES","Cold Wet Weather",14398,2,5.14,2801.1673151751,7199,2.57
"16582",2007,"OR","Umatilla","APPLES","Cold Wet Weather",115542,1,59.18,1952.38256167624,115542,59.18
"16583",2009,"OR","Umatilla","APPLES","Cold Wet Weather",299901,3,136.22,2201.59301130524,99967,45.4066666666667
"16584",2010,"OR","Umatilla","APPLES","Cold Wet Weather",98904.45,2,82.38,1200.58812818645,49452.225,41.19
"16585",2011,"OR","Umatilla","APPLES","Cold Wet Weather",228501.4,5,73.004,3129.98465837488,45700.28,14.6008
"16591",2001,"WA","Walla Walla","APPLES","Cold Wet Weather",19897,1,29.7,669.93265993266,19897,29.7
"16592",2009,"WA","Walla Walla","APPLES","Cold Wet Weather",143621,2,128.8,1115.0698757764,71810.5,64.4
"16593",2011,"WA","Walla Walla","APPLES","Cold Wet Weather",58119,1,36.3,1601.07438016529,58119,36.3
"16594",2014,"WA","Walla Walla","APPLES","Cold Wet Weather",2439845,2,304.9,8002.11544768777,1219922.5,152.45
"16595",2015,"WA","Walla Walla","APPLES","Cold Wet Weather",337768.2,1,205.2,1646.04385964912,337768.2,205.2
"16596",2005,"OR","Wasco","APPLES","Cold Wet Weather",5800.4,2,3.23,1795.78947368421,2900.2,1.615
"16609",2001,"WA","Yakima","APPLES","Cold Wet Weather",563901.7,6,613.9,918.556279524352,93983.6166666667,102.316666666667
"16610",2003,"WA","Yakima","APPLES","Cold Wet Weather",164688.5,2,275.675,597.400925002267,82344.25,137.8375
"16611",2004,"WA","Yakima","APPLES","Cold Wet Weather",2406.6,1,27,89.1333333333333,2406.6,27
"16612",2005,"WA","Yakima","APPLES","Cold Wet Weather",14435,1,12.2,1183.19672131148,14435,12.2
"16613",2006,"WA","Yakima","APPLES","Cold Wet Weather",24572.8,2,24.34,1009.56450287592,12286.4,12.17
"16614",2007,"WA","Yakima","APPLES","Cold Wet Weather",76969,3,43.6,1765.34403669725,25656.3333333333,14.5333333333333
"16615",2009,"WA","Yakima","APPLES","Cold Wet Weather",376688.15,4,256.73,1467.25411911347,94172.0375,64.1825
"16616",2010,"WA","Yakima","APPLES","Cold Wet Weather",468518.02,4,259.303,1806.83609522451,117129.505,64.82575
"16617",2011,"WA","Yakima","APPLES","Cold Wet Weather",98964,4,104.1,950.662824207493,24741,26.025
"16618",2012,"WA","Yakima","APPLES","Cold Wet Weather",80996.88,4,34.492,2348.28018091152,20249.22,8.623
"16619",2015,"WA","Yakima","APPLES","Cold Wet Weather",32482.8,1,3.96,8202.72727272727,32482.8,3.96
"16669",2005,"WA","Asotin","BARLEY","Cold Wet Weather",10744,2,238.68,45.014245014245,5372,119.34
"16674",2005,"ID","Bannock","BARLEY","Cold Wet Weather",5144,2,335.19,15.3465198842448,2572,167.595
"16675",2010,"ID","Bannock","BARLEY","Cold Wet Weather",8316.6,2,397.7,20.9117425194871,4158.3,198.85
"16676",2011,"ID","Bannock","BARLEY","Cold Wet Weather",1420.8,1,9.96,142.650602409639,1420.8,9.96
"16684",2008,"ID","Bear Lake","BARLEY","Cold Wet Weather",17205,4,220.033,78.1928165320656,4301.25,55.00825
"16686",2010,"ID","Benewah","BARLEY","Cold Wet Weather",426,1,47.7,8.93081761006289,426,47.7
"16687",2011,"ID","Benewah","BARLEY","Cold Wet Weather",15538,1,63.2,245.854430379747,15538,63.2
"16688",2012,"ID","Benewah","BARLEY","Cold Wet Weather",6402.4,1,30.912,207.116977225673,6402.4,30.912
"16717",2008,"ID","Bingham","BARLEY","Cold Wet Weather",4774.2,1,141.486,33.7432678851618,4774.2,141.486
"16718",2009,"ID","Bingham","BARLEY","Cold Wet Weather",1408,1,85,16.5647058823529,1408,85
"16719",2005,"ID","Blaine","BARLEY","Cold Wet Weather",35804,1,528.15,67.7913471551643,35804,528.15
"16725",2011,"ID","Bonneville","BARLEY","Cold Wet Weather",17777,1,138,128.81884057971,17777,138
"16726",2014,"ID","Bonneville","BARLEY","Cold Wet Weather",3113,1,38.3,81.2793733681462,3113,38.3
"16758",2005,"ID","Butte","BARLEY","Cold Wet Weather",1857,1,136.2,13.6343612334802,1857,136.2
"16759",2008,"ID","Butte","BARLEY","Cold Wet Weather",8118,1,139.2,58.3189655172414,8118,139.2
"16769",2005,"ID","Caribou","BARLEY","Cold Wet Weather",831,2,130,6.39230769230769,415.5,65
"16770",2008,"ID","Caribou","BARLEY","Cold Wet Weather",2298,1,90.99,25.2555225848994,2298,90.99
"16771",2010,"ID","Caribou","BARLEY","Cold Wet Weather",15419.91,4,489.0708,31.5289933482023,3854.9775,122.2677
"16772",2011,"ID","Caribou","BARLEY","Cold Wet Weather",63084,3,461.2,136.782307025152,21028,153.733333333333
"16791",2002,"ID","Cassia","BARLEY","Cold Wet Weather",12934,1,110,117.581818181818,12934,110
"16792",2008,"ID","Cassia","BARLEY","Cold Wet Weather",12681.44,5,83.83,151.275676965287,2536.288,16.766
"16793",2009,"ID","Cassia","BARLEY","Cold Wet Weather",3810.25,2,114.44,33.2947396015379,1905.125,57.22
"16794",2010,"ID","Cassia","BARLEY","Cold Wet Weather",14404,2,131.6,109.452887537994,7202,65.8
"16795",2011,"ID","Cassia","BARLEY","Cold Wet Weather",7848,2,154.6,50.7632600258732,3924,77.3
"16796",2012,"ID","Cassia","BARLEY","Cold Wet Weather",5982,1,122.7,48.7530562347188,5982,122.7
"16814",2012,"ID","Clearwater","BARLEY","Cold Wet Weather",889,2,72.597,12.2456850834056,444.5,36.2985
"16818",2009,"WA","Columbia","BARLEY","Cold Wet Weather",3398,1,47.95,70.8654848800834,3398,47.95
"16819",2010,"WA","Columbia","BARLEY","Cold Wet Weather",31,1,45.6,0.679824561403509,31,45.6
"16820",2011,"WA","Columbia","BARLEY","Cold Wet Weather",6463,1,171.27,37.7357388918083,6463,171.27
"16821",2012,"WA","Columbia","BARLEY","Cold Wet Weather",25899.3,1,119.28,217.130281690141,25899.3,119.28
"16859",2011,"WA","Douglas","BARLEY","Cold Wet Weather",158,1,78.08,2.02356557377049,158,78.08
"16886",2010,"ID","Franklin","BARLEY","Cold Wet Weather",7268,1,170.044,42.7418785726047,7268,170.044
"16887",2011,"ID","Franklin","BARLEY","Cold Wet Weather",6012,1,142.04,42.3261053224444,6012,142.04
"16897",2005,"ID","Fremont","BARLEY","Cold Wet Weather",3368.7,1,256.23,13.147172462241,3368.7,256.23
"16898",2008,"ID","Fremont","BARLEY","Cold Wet Weather",7792,1,280.5,27.7789661319073,7792,280.5
"16899",2010,"ID","Fremont","BARLEY","Cold Wet Weather",4277,3,99.43,43.0151865634114,1425.66666666667,33.1433333333333
"16900",2011,"ID","Fremont","BARLEY","Cold Wet Weather",42206.8,3,1338.47,31.5336167415034,14068.9333333333,446.156666666667
"16917",2002,"WA","Garfield","BARLEY","Cold Wet Weather",12010,1,604.42,19.8702888719764,12010,604.42
"16918",2006,"OR","Gilliam","BARLEY","Cold Wet Weather",159.6,1,14.34,11.1297071129707,159.6,14.34
"16919",2008,"OR","Gilliam","BARLEY","Cold Wet Weather",34469.6,1,357.76,96.3483899821109,34469.6,357.76
"16920",2012,"OR","Gilliam","BARLEY","Cold Wet Weather",5800.12,1,523.92,11.0706214689266,5800.12,523.92
"16948",2011,"WA","Grant","BARLEY","Cold Wet Weather",66,2,1.54,42.8571428571429,33,0.77
"16963",2008,"ID","Idaho","BARLEY","Cold Wet Weather",2128,1,24,88.6666666666667,2128,24
"16964",2012,"ID","Idaho","BARLEY","Cold Wet Weather",16839.15,3,141.835,118.723516762435,5613.05,47.2783333333333
"16967",2007,"ID","Jefferson","BARLEY","Cold Wet Weather",756,1,54,14,756,54
"16968",2011,"ID","Jerome","BARLEY","Cold Wet Weather",4730.4,1,93.9,50.3769968051118,4730.4,93.9
"16969",2012,"ID","Jerome","BARLEY","Cold Wet Weather",40406,1,79,511.46835443038,40406,79
"16993",2013,"ID","Kootenai","BARLEY","Cold Wet Weather",852,1,65.124,13.0827344757693,852,65.124
"17002",2009,"ID","Latah","BARLEY","Cold Wet Weather",35,1,1.73,20.2312138728324,35,1.73
"17003",2011,"ID","Latah","BARLEY","Cold Wet Weather",7547,1,91.4,82.5711159737418,7547,91.4
"17004",2012,"ID","Latah","BARLEY","Cold Wet Weather",8837,2,110.85,79.7203428055931,4418.5,55.425
"17005",2008,"ID","Lewis","BARLEY","Cold Wet Weather",7631.4,1,267.6,28.5179372197309,7631.4,267.6
"17006",2009,"ID","Lewis","BARLEY","Cold Wet Weather",1882.8,2,42.444,44.3596268023749,941.4,21.222
"17007",2010,"ID","Lewis","BARLEY","Cold Wet Weather",4954,2,62.65,79.074221867518,2477,31.325
"17008",2011,"ID","Lewis","BARLEY","Cold Wet Weather",22929,3,180.49,127.037509003269,7643,60.1633333333333
"17009",2012,"ID","Lewis","BARLEY","Cold Wet Weather",843,1,49.6,16.9959677419355,843,49.6
"17013",2011,"WA","Lincoln","BARLEY","Cold Wet Weather",9219.5,1,70.7,130.403111739745,9219.5,70.7
"17021",2013,"ID","Madison","BARLEY","Cold Wet Weather",12512.4,1,267.552,46.7662360961607,12512.4,267.552
"17069",2014,"ID","Minidoka","BARLEY","Cold Wet Weather",948,1,42.9,22.0979020979021,948,42.9
"17092",2008,"ID","Nez Perce","BARLEY","Cold Wet Weather",1094,1,48.1,22.7442827442827,1094,48.1
"17093",2010,"ID","Nez Perce","BARLEY","Cold Wet Weather",11052.3,3,142.876,77.355889022649,3684.1,47.6253333333333
"17094",2011,"ID","Nez Perce","BARLEY","Cold Wet Weather",17493,1,304.6,57.4294156270519,17493,304.6
"17109",2006,"ID","Oneida","BARLEY","Cold Wet Weather",1124.4,1,26.76,42.0179372197309,1124.4,26.76
"17110",2009,"ID","Oneida","BARLEY","Cold Wet Weather",419,2,19.9,21.0552763819096,209.5,9.95
"17111",2010,"ID","Oneida","BARLEY","Cold Wet Weather",2275.2,1,54.24,41.9469026548673,2275.2,54.24
"17217",2011,"OR","Sherman","BARLEY","Cold Wet Weather",27866,3,501.145,55.6046653164254,9288.66666666667,167.048333333333
"17218",2012,"OR","Sherman","BARLEY","Cold Wet Weather",10330,4,219.4,47.0829535095716,2582.5,54.85
"17226",2011,"WA","Spokane","BARLEY","Cold Wet Weather",46653,2,371.6,125.546286329386,23326.5,185.8
"17227",2012,"WA","Spokane","BARLEY","Cold Wet Weather",15645,2,275.4,56.8082788671024,7822.5,137.7
"17259",2013,"ID","Teton","BARLEY","Cold Wet Weather",10257,1,193.5,53.0077519379845,10257,193.5
"17286",2005,"ID","Twin Falls","BARLEY","Cold Wet Weather",1492,1,127,11.748031496063,1492,127
"17287",2008,"ID","Twin Falls","BARLEY","Cold Wet Weather",32377.2,2,214.96,150.619650167473,16188.6,107.48
"17288",2010,"ID","Twin Falls","BARLEY","Cold Wet Weather",11302.7,1,288.64,39.1584672949002,11302.7,288.64
"17289",2014,"ID","Twin Falls","BARLEY","Cold Wet Weather",2518.2,1,7.935,317.353497164461,2518.2,7.935
"17290",2015,"ID","Twin Falls","BARLEY","Cold Wet Weather",50189.15,3,96.305,521.14791547687,16729.7166666667,32.1016666666667
"17291",2004,"OR","Umatilla","BARLEY","Cold Wet Weather",759,1,81.89,9.2685309561607,759,81.89
"17292",2011,"OR","Union","BARLEY","Cold Wet Weather",11807,3,191.45,61.6714546879081,3935.66666666667,63.8166666666667
"17298",2006,"OR","Wallowa","BARLEY","Cold Wet Weather",429.2,1,9.68,44.3388429752066,429.2,9.68
"17299",2008,"OR","Wallowa","BARLEY","Cold Wet Weather",19116,2,490.36,38.9836038828616,9558,245.18
"17300",2009,"OR","Wallowa","BARLEY","Cold Wet Weather",12411,1,211.68,58.6309523809524,12411,211.68
"17301",2011,"OR","Wallowa","BARLEY","Cold Wet Weather",33273,3,421.5,78.9395017793594,11091,140.5
"17316",2011,"OR","Wasco","BARLEY","Cold Wet Weather",5254,2,123.8,42.4394184168013,2627,61.9
"17317",2012,"OR","Wasco","BARLEY","Cold Wet Weather",2029.6,1,238.4,8.51342281879195,2029.6,238.4
"17342",2005,"WA","Whitman","BARLEY","Cold Wet Weather",637,1,91.9,6.93144722524483,637,91.9
"17343",2006,"WA","Whitman","BARLEY","Cold Wet Weather",2412,1,61.272,39.3654524089307,2412,61.272
"17344",2008,"WA","Whitman","BARLEY","Cold Wet Weather",4356,2,41.11,105.959620530285,2178,20.555
"17345",2009,"WA","Whitman","BARLEY","Cold Wet Weather",2637,1,61.83,42.6491994177584,2637,61.83
"17346",2010,"WA","Whitman","BARLEY","Cold Wet Weather",3671.5,4,626.965,5.85598877130302,917.875,156.74125
